hhid,pid,wave,year,p_age,p_econstat,p_edu,p_employ_type,p_firm_size,p_hours,p_ind2000,p_ind2007,p_ind2017,p_job_begin,p_job_status,p_jobfam2000,p_jobfam2007,p_jobfam2017,p_jobtype,p_married,p_region,p_rel,p_religion,p_sample09,p_sample18,p_sample98,p_sex,p_wage,p_weight09_c,p_weight09_l,p_weight18_c,p_weight18_l,p_weight98_c,p_weight98_l
8565,9104,23,2020,43,1,6,1,3,40,742,715,715,2012m2,1,165,273,273,1,2,1,10,1,2,1,2,1,450,1657.5565,3394.5964,907.60022,932.20734,157.6667,315.34851
8566,9105,23,2020,38,3,6,,,,,,,,,,,,,2,1,10,4,2,1,2,2,,2056.1465,3989.5142,1150.7477,1079.1033,731.51184,1463.0938
92,9201,23,2020,63,3,3,,,,,,,,,,,,,3,1,10,4,1,1,1,2,,888.48578,1036.6505,952.42688,1047.4432,5384.1426,5384.4004
6633,9202,23,2020,41,1,5,1,1,60,524,474,474,2017m6,1,512,521,521,1,1,1,10,4,1,1,2,1,250,1191.1179,1219.6763,780.11145,764.56189,1305.2549,1305.3174
93,9301,23,2020,69,1,2,1,2,48,702,682,682,2012m9,2,912,942,942,1,2,1,10,1,1,1,1,1,190,1331.3397,924.98022,845.36554,798.83606,991.55408,1964.9911
93,9302,23,2020,36,3,3,,,,,,,,,,,,,1,1,11,1,1,1,1,1,,1665.2953,2357.5283,983.23315,1087.1385,991.55408,1009.8137
93,9303,23,2020,61,1,2,1,1,48,552,561,561,2002m12,1,421,441,441,1,2,1,20,1,1,1,1,2,220,1301.2629,1127.4336,803.97064,777.83478,991.55408,0
97,9701,23,2020,51,1,3,1,5,40,462,422,422,2011m11,3,713,792,792,1,2,8,10,1,1,1,1,1,450,2730.7317,5820.7222,1521.2305,1798.8658,2587.9236,5176.0952
97,9702,23,2020,54,3,3,,,,,,,,,,,,,2,8,20,1,1,1,1,2,,2771.6541,0,1520.2236,1539.6761,2587.9236,0
98,9802,23,2020,61,1,2,1,1,32,552,561,561,2020m1,2,422,442,442,1,2,1,20,4,3,1,1,2,150,,,2198.7622,2175.2925,3965.6917,3965.8816
9460,9803,23,2020,36,3,6,,,,,,,,,,,,,2,1,10,4,3,1,2,2,,,,2258.7751,2203.2437,3911.1758,3911.363
98,9804,23,2020,34,1,5,1,,40,722,582,582,2020m10,2,120,222,222,1,1,1,12,1,3,1,1,1,350,,,2689.0234,2712.4641,3965.6917,3965.8816
101,10101,23,2020,66,3,6,,,,,,,,,,,,,2,11,10,3,1,1,1,1,,5890.4409,4818.8804,3176.8381,3306.7141,6156.1265,5996.0264
101,10102,23,2020,64,3,6,,,,,,,,,,,,,2,11,20,3,1,1,1,2,,5705.4019,7566.248,2925.3289,2990.9441,6156.1265,6316.8159
103,10301,23,2020,74,3,2,,,,,,,,,,,,,2,8,10,2,1,1,1,1,,1946.6621,1773.7936,926.61816,894.33679,1552.9143,1552.9888
103,10302,23,2020,69,1,2,1,,20,950,970,970,2018m1,3,911,951,951,1,2,8,20,2,1,1,1,2,100,2174.3872,2704.2908,990.48358,1145.9233,1552.9143,1552.9888
104,10401,23,2020,81,3,2,,,,,,,,,,,,,2,1,10,2,1,1,1,1,,2022.1556,1859.6924,778.06616,798.4494,3837.427,5117.1909
104,10402,23,2020,73,3,2,,,,,,,,,,,,,2,1,20,2,1,1,1,2,,2155.7185,2768.4368,856.99207,944.54883,3837.427,2558.031
5134,10404,23,2020,48,1,6,1,6,40,271,241,241,1998m3,1,316,312,312,1,2,5,10,1,1,1,2,1,990,2748.9075,2390.6516,1722.2993,1673.1104,2.2989872,3.2487271
106,10601,23,2020,64,1,3,1,1,45,181,141,141,2012m1,1,753,721,721,1,2,1,10,1,1,1,1,1,150,3298.7871,3687.2129,1720.7882,1899.7601,3101.3386,3101.4871
106,10602,23,2020,63,3,3,,,,,,,,,,,,,2,1,20,1,1,1,1,2,,3224.2629,3784.4929,1636.5266,1677.5341,3101.3386,3101.4871
9688,10603,23,2020,37,3,5,,,,,,,,,,,,,2,8,20,1,2,3,2,2,,1885.6116,1991.7792,,,3394.2393,3394.4019
9461,10604,23,2020,34,3,3,,,,,,,,,,,,,2,1,20,3,2,1,2,2,,1991.3893,3863.8665,1139.3458,1100.4515,775.33466,1550.7435
8169,10704,23,2020,60,1,2,2,,48,179,132,132,1988m6,4,512,521,521,2,3,8,10,1,3,1,2,2,150,,,2236.8523,2042.7761,2927.2122,2927.3523
9164,10705,23,2020,35,1,6,1,4,3,803,853,853,2016m3,2,151,251,251,1,2,1,20,2,3,1,2,2,60,,,2374.7979,2316.4141,2927.2122,2927.3523
8169,10706,23,2020,32,1,6,2,,48,523,478,478,2020m1,4,142,242,242,2,1,8,12,1,3,1,2,1,200,,,2579.3464,2716.3123,2927.2122,2927.3523
108,10803,23,2020,59,1,6,1,1,40,919,949,949,2016m7,1,173,248,248,1,2,5,10,3,1,1,1,1,350,920.33276,831.16455,581.06604,586.21674,0,0
108,10804,23,2020,54,3,3,,,,,,,,,,,,,2,5,20,3,1,1,1,2,,907.12256,1054.2565,565.1618,589.51764,0,0
108,10805,23,2020,18,3,2,,,,,,,,,,,,,1,5,11,3,1,1,1,2,,683.02991,706.45557,479.4068,513.4671,0,0
109,10902,23,2020,81,1,2,1,1,20,950,970,970,2003m10,3,911,951,951,1,3,1,10,1,1,1,1,2,50,1869.1758,2071.0298,378.04382,392.67822,2060.5864,1829.2574
109,10903,23,2020,54,1,3,1,6,45,501,451,451,1990m3,1,262,510,510,1,3,1,111,1,1,1,1,1,200,1937.3312,2052.7017,391.5513,430.61502,2060.5864,2292.1128
5998,11102,23,2020,93,3,2,,,,,,,,,,,,,3,1,10,1,1,1,2,2,,2381.6528,2638.8499,1154.8367,1224.5845,2324.6216,2324.7329
112,11202,23,2020,73,1,2,2,,60,931,961,961,2013m10,4,412,422,422,2,2,1,20,2,1,1,1,2,150,3707.0188,4107.3433,1441.8184,1528.8988,1673.502,1673.582
7121,11204,23,2020,46,3,6,,,,,,,,,,,,,2,1,10,3,1,1,2,2,,3482.4448,3628.7585,1889.4423,1899.9185,28.222137,56.446976
8583,11206,23,2020,40,1,6,1,4,40,252,222,222,2014m11,1,314,312,312,1,1,1,10,3,2,1,2,2,350,10156.927,9958.0137,5259.0835,5519.6333,25580.469,25581.693
113,11302,23,2020,61,3,3,,,,,,,,,,,,,2,1,10,2,1,1,1,1,,3230.821,3366.1726,1735.7534,1872.9305,2779.2649,3149.0491
113,11303,23,2020,58,3,3,,,,,,,,,,,,,2,1,20,2,1,1,1,2,,3078.1169,3876.634,1532.3027,1707.3199,2779.2649,2409.7468
9350,11304,23,2020,32,1,6,1,2,40,722,582,582,2018m3,1,120,222,222,1,1,1,10,1,2,1,2,1,300,4557.6055,3935.2734,3502.3496,3210.4878,3434.9478,3435.1121
114,11401,23,2020,64,3,6,,,,,,,,,,,,,3,8,10,1,1,1,1,1,,5761.9644,6299.9736,2520.2141,2696.0269,12939.783,12940.403
115,11502,23,2020,60,1,3,2,1,60,552,561,561,2002m4,4,421,441,441,2,3,1,10,1,1,1,1,2,300,4117.8354,4060.8989,2732.1321,2478.7,2803.2244,2574.7051
9069,11503,23,2020,31,3,5,,,,,,,,,,,,,2,1,20,4,2,1,2,2,,1764.832,3424.2803,1203.5228,1258.3103,531.35168,1062.7543
115,11504,23,2020,28,1,3,1,2,40,862,872,872,2015m1,1,311,312,312,1,1,1,12,1,1,1,1,2,190,5488.165,5330.1094,3400.3911,3382.6904,2803.2244,3032.012
119,11901,23,2020,68,3,2,,,,,,,,,,,,,3,10,10,1,1,1,1,1,,1068.7035,1228.5289,617.14825,712.90833,6862.9668,6863.2954
120,12001,23,2020,70,1,2,1,1,25,801,851,851,2011m10,2,842,873,875,1,2,1,10,1,1,1,1,1,200,3336.5276,2469.9753,1750.2303,1649.4144,3083.2986,2870.2036
120,12002,23,2020,64,3,2,,,,,,,,,,,,,2,1,20,1,1,1,1,2,,3279.8757,3627.563,1929.8187,1701.9805,3083.2986,3190.0676
120,12004,23,2020,36,3,6,,,,,,,,,,,,,1,1,12,1,1,1,1,1,,4197.4312,4983.9424,2360.113,2846.8669,3083.2986,3190.0676
123,12301,23,2020,62,1,2,2,1,48,552,561,561,2007m9,4,421,441,441,2,2,8,10,1,1,1,1,1,300,4433.2168,4172.9116,2332.6057,2161.1843,2156.0457,2156.1489
123,12302,23,2020,59,1,2,3,1,48,552,561,561,2007m9,5,421,441,441,2,2,8,20,1,1,1,1,2,,4129.1104,3779.3098,2249.2126,2318.9253,2156.0457,2156.1489
123,12303,23,2020,38,1,5,1,1,48,552,561,561,2017m1,2,913,922,922,1,1,8,11,1,1,1,1,1,200,5034.9775,5386.04,2724.4375,3067.925,2156.0457,2156.1489
124,12401,23,2020,53,1,3,2,1,40,524,474,474,1992m3,4,512,521,521,2,2,1,10,1,1,1,1,1,600,4406.5991,4750.9443,2252.824,2427.9285,3432.3281,3193.3147
124,12402,23,2020,51,1,5,2,1,40,524,474,474,2013m1,4,512,521,521,2,2,1,20,1,1,1,1,2,200,3821.4749,4453.4102,2021.1689,2355.1035,3432.3281,3552.0815
124,12403,23,2020,24,3,6,,,,,,,,,,,,,1,1,11,1,1,1,1,2,,5225.082,4346.8418,2709.9978,2294.2622,3432.3281,3552.0815
125,12501,23,2020,48,1,5,1,2,40,672,662,662,2020m5,1,261,510,510,1,2,11,20,1,1,1,1,2,485,10869.479,4621.7798,7166.2197,7038.2822,3060.9839,5244.9102
125,12502,23,2020,53,1,5,1,2,45,603,493,493,2018m1,1,842,873,873,1,2,11,10,1,1,1,1,1,510,10074.176,9470.5264,5451.1724,3848.741,3060.9839,0
125,12503,23,2020,18,3,2,,,,,,,,,,,,,1,11,11,1,1,1,1,1,,8282.8604,8370.7686,5192.3433,5227.2534,3060.9839,3658.6643
125,12504,23,2020,17,3,2,,,,,,,,,,,,,1,11,12,1,1,1,1,1,,8282.8604,9125.418,5192.3433,5156.0586,3060.9839,3340.9473
126,12601,23,2020,68,3,2,,,,,,,,,,,,,2,1,10,1,1,1,1,1,,4215.085,4754.7402,2129.908,2367.9954,3246.6968,3447.6379
126,12602,23,2020,65,3,2,,,,,,,,,,,,,2,1,20,2,1,1,1,2,,4119.8608,4791.7549,2025.6132,2059.6113,3246.6968,3046.0667
7282,12603,23,2020,40,3,6,,,,,,,,,,,,,2,1,10,3,1,1,2,2,,4418.3037,5844.374,2292.8,2365.0071,31.783028,63.569099
8909,12604,23,2020,39,1,6,1,2,40,744,729,729,2007m5,1,237,236,236,1,2,1,10,1,2,1,2,1,300,2980.5107,5147.0557,2100.323,2016.4286,815.73328,1631.5447
127,12702,23,2020,90,3,2,,,,,,,,,,,,,3,1,10,2,1,1,1,2,,2754.6938,3052.1755,1099.7665,1166.1884,1476.9335,1477.0043
128,12802,23,2020,83,3,2,,,,,,,,,,,,,3,1,6,3,1,1,1,2,,3420.3967,1877.6879,1884.047,1307.4541,3110.4038,2680.1663
128,12803,23,2020,53,1,3,1,1,40,702,682,682,2017m9,1,262,274,274,1,2,1,10,3,1,1,1,1,200,3545.114,2652.8977,1951.3639,1477.5503,3110.4038,2703.6584
128,12804,23,2020,50,1,3,1,1,48,524,474,474,2010m1,2,512,521,521,1,2,1,20,3,1,1,1,2,200,3074.3811,3446.5742,1750.7076,1652.4481,3110.4038,2083.7339
128,12805,23,2020,21,3,4,,,,,,,,,,,,,1,1,11,3,1,1,1,1,,4238.8721,4726.6343,2524.4233,3455.7046,3110.4038,4393.9858
128,12806,23,2020,19,3,2,,,,,,,,,,,,,1,1,12,3,1,1,1,1,,4897.9082,5572.2866,2319.2495,2478.9155,3110.4038,3691.2195
131,13101,23,2020,65,1,2,2,,50,602,492,492,2007m7,4,842,873,875,2,2,1,10,1,1,1,1,1,200,1468.1465,1641.9229,738.58539,811.79364,1553.1757,1727.5326
131,13102,23,2020,65,1,2,1,3,48,552,561,561,2014m2,3,911,952,952,1,2,1,20,2,1,1,1,2,200,1434.9791,1683.3954,702.41919,723.67139,1553.1757,1378.9673
7917,13103,23,2020,41,1,6,1,2,40,803,853,853,2006m4,1,311,312,312,1,2,1,10,3,3,1,2,2,400,,,2090.6804,2141.0164,25.544788,51.092022
133,13301,23,2020,74,3,2,,,,,,,,,,,,,2,1,10,2,1,1,1,1,,1854.1113,1876.3687,713.89136,732.39624,2790.3521,3027.9478
133,13302,23,2020,72,3,2,,,,,,,,,,,,,2,1,20,2,1,1,1,2,,1976.575,2353.446,786.3075,866.85822,2790.3521,2553.0239
9851,13304,23,2020,45,1,4,1,3,40,851,861,861,2017m7,1,241,246,246,1,3,8,10,1,2,2,2,2,300,1436.2279,1446.7346,879.86304,946.29041,6.1037459,6.1040382
134,13401,23,2020,64,1,3,1,1,40,552,561,561,2012m10,3,911,952,952,1,3,1,10,1,1,1,1,2,200,9662.4619,3462.6274,5685.7383,4821.2256,3041.8411,3041.9866
134,13403,23,2020,37,1,6,1,4,40,761,841,841,2011m1,1,313,311,311,1,1,1,11,1,1,1,1,2,300,10386.393,7037.4072,5800.8984,5635.375,3041.8411,3041.9866
134,13404,23,2020,34,3,6,,,,,,,,,,,,,1,1,12,1,1,1,1,1,,12365.565,21294.861,6953.4956,7859.3057,3041.8411,3041.9866
135,13501,23,2020,63,3,3,,,,,,,,,,,,,3,8,10,3,1,1,1,2,,3086.5688,3426.9507,1390.8228,1487.7999,1429.0149,1429.0834
8500,13502,23,2020,41,1,6,1,5,40,722,582,582,2004m2,1,120,222,223,1,2,8,10,3,2,1,2,1,750,5879.8599,5385.9917,3431.6199,3369.0488,44.656715,89.317711
8500,13503,23,2020,38,3,6,,,,,,,,,,,,,2,8,20,3,2,1,2,2,,5856.2319,6649.9321,3601.3853,3476.7117,44.656715,0
5991,13603,23,2020,44,3,5,,,,,,,,,,,,,2,8,20,1,1,1,2,2,,3302.2771,3274.4517,1754.2124,1745.7247,3373.2131,6551.5098
137,13701,23,2020,73,1,3,1,1,40,,,,2004m6,1,930,930,930,1,2,1,10,1,1,1,1,1,250,1942.2439,1435.0347,858.93201,752.13879,1539.9937,1540.0674
137,13702,23,2020,67,1,2,1,2,50,528,479,479,1996m6,1,913,922,922,1,2,1,20,1,1,1,1,2,300,1909.2659,1921.0426,947.06567,937.74481,1539.9937,1540.0674
137,13703,23,2020,42,3,6,,,,,,,,,,,,,1,1,11,1,1,1,1,2,,2176.4299,3119.6875,952.24792,1279.2266,1539.9937,1540.0674
139,13901,23,2020,61,1,3,2,1,72,602,492,492,2014m5,4,842,873,875,2,2,1,10,4,1,1,1,1,300,3780.5967,3012.0039,2234.9634,1535.7452,6281.5483,4834.2241
139,13902,23,2020,59,1,3,1,2,40,939,969,969,2007m7,1,411,421,429,1,2,1,20,4,1,1,1,2,200,3601.9077,2575.8091,1972.9994,1437.3779,6281.5483,4834.2241
9070,13903,23,2020,31,1,6,1,1,40,862,872,872,2013m3,1,172,247,247,1,1,1,10,3,2,1,2,2,250,2970.2837,2881.6011,2155.2761,2102.2893,3990.8806,3991.0715
9265,13904,23,2020,29,1,5,1,2,40,862,872,872,2017m1,1,311,312,312,1,1,1,10,4,2,1,2,2,250,7085.2632,5958.9092,5957.792,5043.8184,4996.3979,4996.6372
139,13905,23,2020,20,3,4,,,,,,,,,,,,,1,1,13,4,1,1,1,1,,4966.2114,6725.4546,2844.9558,4064.0549,6281.5483,9177.0986
141,14101,23,2020,71,3,1,,,,,,,,,,,,,3,1,10,2,3,1,1,2,,,,1509.6047,1270.7368,2371.2239,2371.3374
141,14102,23,2020,48,1,5,1,5,45,514,464,464,2014m5,2,913,922,922,1,1,1,12,2,3,1,1,1,260,,,1552.5433,1835.3142,2371.2239,2371.3374
142,14201,23,2020,72,3,3,,,,,,,,,,,,,3,1,10,3,1,1,1,2,,4095.3394,2353.8652,2212.9746,1650.0016,5709.0718,1962.1989
142,14202,23,2020,50,1,6,1,4,40,803,853,853,,1,151,251,251,1,2,1,11,3,1,1,1,1,300,4244.667,6742.3247,2292.0439,2797.7573,5709.0718,14769.78
142,14203,23,2020,43,1,3,1,6,40,651,641,641,1997m3,1,321,320,320,1,2,1,21,3,1,1,1,2,540,4304.8032,3447.1699,2227.447,2176.7034,5709.0718,0
142,14205,23,2020,19,3,3,,,,,,,,,,,,,1,1,112,3,1,1,1,2,,4524.751,5127.021,2645.4351,3095.8037,5709.0718,6105.4023
145,14501,23,2020,66,1,3,1,3,72,602,492,492,2005m11,1,842,873,875,1,2,1,10,3,1,1,1,1,300,2575.8037,2250.1929,1528.2823,1396.766,1956.4856,2045.9604
145,14502,23,2020,64,3,2,,,,,,,,,,,,,2,1,20,3,1,1,1,2,,2517.6128,2625.1094,1453.4471,1234.6486,1956.4856,1774.3849
145,14503,23,2020,36,1,6,1,3,72,851,861,861,2016m4,1,182,281,281,1,1,1,11,3,1,1,1,2,300,2706.2373,4130.2427,1482.8855,1488.2761,1956.4856,2002.9858
145,14504,23,2020,33,3,4,,,,,,,,,,,,,1,1,12,1,1,1,1,1,,3221.9229,2103.9846,1777.5244,2141.9819,1956.4856,2002.9858
146,14601,23,2020,68,1,2,2,,30,603,493,493,2018m8,4,842,873,873,2,2,1,10,2,1,1,1,1,150,1470.7454,1801.545,741.67096,826.21564,1811.7454,1829.4297
146,14602,23,2020,70,3,2,,,,,,,,,,,,,2,1,20,2,1,1,1,2,,1558.9368,1573.0183,704.60535,689.19006,1811.7454,1794.2345
148,14802,23,2020,81,3,3,,,,,,,,,,,,,3,1,10,4,1,1,1,2,,4384.1772,3244.3762,2139.6379,1784.5349,1101.8507,1652.4816
148,14804,23,2020,46,3,6,,,,,,,,,,,,,1,1,14,1,1,1,1,1,,4436.4053,5677.4458,2200.4971,2565.5505,1101.8507,1653.229
8910,14807,23,2020,54,3,3,,,,,,,,,,,,,3,1,10,1,2,1,2,2,,7863.3652,7753.123,5137.1226,4138.332,0,0
148,14809,23,2020,51,1,6,1,1,40,521,471,471,2019m1,1,321,521,521,1,1,1,12,4,1,1,1,2,200,3940.6631,5003.9995,1988.2096,2371.9749,1101.8507,0
8910,14810,23,2020,22,3,4,,,,,,,,,,,,,1,1,11,1,2,1,2,2,,10751.537,10485.605,6887.8901,7631.0415,0,0
149,14901,23,2020,63,1,3,1,1,50,452,411,411,2006m4,2,941,910,910,1,2,1,10,3,1,1,1,1,300,2056.1533,2157.3225,1039.082,1142.0225,1867.0447,1928.2542
149,14902,23,2020,63,1,3,1,1,24,521,471,471,2007m8,2,512,521,521,1,2,1,20,3,1,1,1,2,70,2009.702,2501.8301,988.20148,1018.1538,1867.0447,1806.0139
9167,14903,23,2020,35,1,5,1,2,40,922,952,952,2009m1,1,731,751,751,1,2,8,10,3,2,1,2,1,300,3707.7368,6055.4463,2686.3337,2444.2957,263.02176,526.06873
150,15001,23,2020,74,3,2,,,,,,,,,,,,,2,5,10,2,1,1,1,1,,2867.075,3191.6995,1712.4827,1819.7217,2347.127,3120.9465
150,15002,23,2020,72,3,2,,,,,,,,,,,,,2,5,20,2,1,1,1,2,,3021.0977,2928.2881,1685.3977,1614.7689,2347.127,1573.5323
7523,15003,23,2020,48,1,6,2,,40,722,582,582,2009m4,4,120,222,223,2,2,8,10,1,3,1,2,1,300,,,2116.3481,2122.8767,208.67407,417.36813
7785,15005,23,2020,40,3,5,,,,,,,,,,,,,2,5,20,2,1,1,2,2,,8080.2964,8621.1357,4199.1611,4556.98,8359.5166,8359.917
6023,15301,23,2020,52,1,6,1,6,40,761,841,841,1997m4,1,313,311,311,1,2,1,10,3,1,1,2,1,500,4821.397,5427.2046,2636.6404,2726.3079,4895.7607,13141.854
154,15402,23,2020,75,3,2,,,,,,,,,,,,,3,1,10,1,1,1,1,2,,3526.4695,3907.2961,1413.5668,1498.9409,5993.3652,5993.6519
155,15501,23,2020,52,1,3,2,,50,513,463,463,2011m10,4,913,922,922,2,2,1,10,3,1,1,1,1,250,4073.0327,3251.1147,2430.8281,1976.1082,2757.9695,2579.6252
155,15502,23,2020,50,1,6,1,,40,179,139,139,2009m10,2,183,285,285,1,2,1,20,3,1,1,1,2,180,3532.2007,5387.3823,2180.8691,2150.574,2757.9695,5316.0049
155,15503,23,2020,24,3,4,,,,,,,,,,,,,1,1,11,3,1,1,1,1,,4870.1016,4094.2319,3144.6924,3907.2002,2757.9695,2579.6252
155,15504,23,2020,21,1,5,1,1,40,746,732,732,2020m1,1,183,285,285,1,1,1,12,3,1,1,1,2,200,4829.5591,4122.7681,2924.1248,3118.7893,2757.9695,3315.2529
155,15505,23,2020,82,3,1,,,,,,,,,,,,,3,1,8,3,1,1,1,2,,3929.7432,3864.3142,2346.9709,1623.1141,2757.9695,0
156,15601,23,2020,54,1,6,1,1,40,515,466,466,2014m5,1,262,510,510,1,2,1,10,1,1,1,1,1,380,4038.3655,4100.0762,2250.4016,1905.8226,3816.0273,9182.4746
156,15602,23,2020,52,1,5,1,3,40,851,861,861,2017m10,1,143,243,243,1,2,1,20,1,1,1,1,2,330,3502.137,3317.7368,2018.9956,1642.7107,3816.0273,0
156,15603,23,2020,21,3,4,,,,,,,,,,,,,1,1,11,1,1,1,1,2,,4788.4531,4422.397,2707.0835,3190.5276,3816.0273,6082.3657
156,15604,23,2020,17,3,2,,,,,,,,,,,,,1,1,12,1,1,1,1,1,,5579.3813,4947.1606,2674.6638,2690.196,3816.0273,0
157,15701,23,2020,73,1,3,1,1,30,452,411,411,2015m5,3,941,910,910,1,2,1,10,2,1,1,1,1,200,1752.874,1933.1057,698.63934,740.83905,2560.7273,3067.5317
157,15702,23,2020,71,3,3,,,,,,,,,,,,,2,1,20,2,1,1,1,2,,1868.651,2053.0085,769.50836,822.00006,2560.7273,2054.1682
6051,15703,23,2020,46,1,6,1,3,25,809,856,855,2011m9,2,252,254,254,1,1,1,10,1,1,1,2,2,120,12218.591,11979.303,6433.0142,6751.7236,12034.462,12035.039
5780,15705,23,2020,44,1,5,1,1,40,221,581,581,2014m6,3,182,281,281,1,2,1,20,1,1,1,2,2,200,3212.5615,3543.4795,1816.3246,1695.5083,4116.105,7889.0996
6673,15706,23,2020,41,3,5,,,,,,,,,,,,,2,9,20,1,1,1,2,2,,5124.9814,5598.812,3710.541,3511.104,3959.7212,7919.8218
164,16401,23,2020,71,3,6,,,,,,,,,,,,,2,1,10,4,1,1,1,1,,3207.2485,3740.991,1350.3251,1546.0449,6501.1689,13755.024
164,16402,23,2020,67,3,3,,,,,,,,,,,,,2,1,20,3,1,1,1,2,,3152.7917,3433.6499,1488.8798,1519.907,6501.1689,2349.1953
8022,16403,23,2020,41,1,6,1,6,40,731,701,701,2004m10,1,132,221,221,1,2,1,10,1,2,1,2,1,380,1289.6083,2641.0562,1761.8367,1614.5876,1428.7266,2857.5901
164,16404,23,2020,39,1,6,1,,40,242,211,211,2010m3,1,237,234,237,1,3,1,12,1,1,1,1,1,300,4034.7952,3483.8518,1820.8573,1669.1196,6501.1689,3400.2205
9690,16502,23,2020,61,3,3,,,,,,,,,,,,,2,9,10,1,3,3,2,2,,,,,,3406.8191,3406.9824
165,16503,23,2020,39,1,5,2,,52,552,562,562,2020m5,4,421,441,441,2,1,8,10,1,3,1,1,2,150,,,2343.761,2329.8523,3601.6868,3601.8591
8723,16504,23,2020,38,1,3,2,,70,552,562,562,2018m4,4,421,441,441,2,2,8,20,1,3,3,2,2,200,,,,,1001.5835,2003.2629
166,16601,23,2020,66,3,3,,,,,,,,,,,,,2,8,10,1,1,1,1,1,,2834.2356,3227.9333,1268.1931,1441.8019,2883.634,2883.7722
166,16602,23,2020,63,3,3,,,,,,,,,,,,,2,8,20,1,1,1,1,2,,2896.7419,3082.2463,1284.5427,1287.8762,2883.634,2883.7722
9599,16603,23,2020,37,1,6,1,6,40,351,311,311,2019m8,1,312,312,312,1,1,1,10,1,2,1,2,1,458,4905.3911,4235.5693,3602.5735,3302.3596,2982.7031,2982.8459
9071,16604,23,2020,33,3,5,,,,,,,,,,,,,2,1,20,1,2,1,2,2,,4576.479,4439.8408,2460.9846,2400.4819,2785.8931,2786.0264
167,16702,23,2020,55,3,5,,,,,,,,,,,,,2,8,10,3,1,1,1,2,,1255.9802,2773.0066,673.93127,725.04626,49.604324,99.213394
167,16703,23,2020,52,1,6,1,2,45,732,702,702,2015m3,1,23,131,131,1,2,8,20,3,1,1,1,1,400,1237.4362,0,674.37762,757.47723,49.604324,0
168,16801,23,2020,64,3,3,,,,,,,,,,,,,2,8,10,3,1,1,1,1,,3844.437,4436.1919,1719.4559,1906.7959,2693.6572,2771.9978
168,16802,23,2020,62,3,3,,,,,,,,,,,,,2,8,20,3,1,1,1,2,,3929.2224,4120.9277,1741.623,1794.8047,2693.6572,2615.5747
7918,16803,23,2020,39,3,6,,,,,,,,,,,,,2,8,20,3,3,1,2,2,,,,2624.1599,2366.5078,995.98846,1992.0723
9525,16804,23,2020,36,3,5,,,,,,,,,,,,,2,8,10,3,2,3,2,2,,7899.5117,8344.2871,,,3023.9414,3024.0862
9948,16805,23,2020,31,1,5,1,,40,851,861,861,2017m2,1,143,243,243,1,2,1,10,3,2,2,2,2,300,2614.3582,2536.3022,2318.0452,2261.0566,2949.5325,2949.6736
169,16901,23,2020,71,3,2,,,,,,,,,,,,,2,1,10,1,1,1,1,1,,1411.4578,1568.0988,594.67963,674.98712,2145.9109,2657.2271
169,16902,23,2020,70,3,2,,,,,,,,,,,,,2,1,20,1,1,1,1,2,,1504.6842,1640.6976,655.00305,651.15472,2145.9109,1634.8003
170,17001,23,2020,59,1,2,2,,50,602,492,492,1993m11,4,842,873,875,2,2,1,10,3,1,1,1,1,200,6945.1377,4147.3823,4183.0708,3737.125,4751.4102,2483.1204
170,17002,23,2020,54,1,3,1,1,45,523,478,478,2014m9,1,751,710,710,1,2,1,20,3,1,1,1,2,185,6022.937,3648.208,3752.9309,3579.9829,4751.4102,2401.6917
170,17004,23,2020,23,1,5,1,1,42,851,862,862,2019m3,1,242,245,245,1,1,1,12,3,1,1,1,2,200,8235.1299,13298.725,5031.9565,5761.1602,4751.4102,9370.1016
173,17301,23,2020,60,1,3,2,1,48,289,259,259,1990m6,4,831,854,854,2,2,1,10,2,1,1,1,1,250,3501.6423,3821.145,2451.8701,1931.507,2648.4407,2609.5974
173,17302,23,2020,54,1,2,1,1,40,552,561,561,2008m11,1,421,441,441,1,2,1,20,2,1,1,1,2,250,3336.1379,3533.4639,2164.4822,1820.2441,2648.4407,2250.3569
173,17303,23,2020,29,1,5,1,3,70,528,479,479,2016m7,2,323,399,399,1,1,1,11,1,1,1,1,2,300,4561.4834,3200.1853,2902.1531,2711.9421,2648.4407,2580.3276
173,17304,23,2020,26,1,6,1,1,48,851,862,862,2017m1,1,322,392,392,1,1,1,12,1,1,1,1,2,300,4561.4834,3695.4009,2902.1531,3021.9109,2648.4407,2580.3276
173,17305,23,2020,17,3,2,,,,,,,,,,,,,1,1,13,1,1,1,1,1,,5314.9224,5513.9097,2867.3972,3034.7839,2648.4407,3222.2271
6045,17402,23,2020,57,3,3,,,,,,,,,,,,,3,8,10,1,1,1,2,2,,3922.0591,4324.0083,2730.5042,2262.8596,2543.3005,2231.3044
6045,17403,23,2020,32,1,4,1,3,40,722,582,582,2014m12,1,120,222,223,1,1,8,11,1,1,1,2,1,220,4782.502,4416.4829,3307.4185,3297.3555,2543.3005,2699.4814
6045,17404,23,2020,25,3,4,,,,,,,,,,,,,1,8,12,1,1,1,2,1,,5602.6138,4009.3276,3810.7791,3493.3315,2543.3005,2699.4814
175,17502,23,2020,64,2,2,,,,,,,,,,,,,3,1,10,4,1,1,1,2,,2958.9485,3452.3857,1366.7352,1503.084,1951.9777,1952.071
