mem_no,gender,age,addr_no,join_date
101655,man,40,9005,2013-01-29
174974,women,24,9004,2010-01-07
142874,women,29,9012,2019-05-27
170310,women,57,9007,2015-08-10
131114,women,51,9014,2010-09-03
128646,women,30,9010,2011-04-30
103390,women,37,9009,2011-09-24
181564,women,47,9003,2017-10-20
122756,women,26,9007,2011-05-29
174040,women,26,9017,2016-11-25
169146,man,52,9003,2019-11-21
100925,man,57,9014,2015-07-12
145972,women,21,9014,2017-04-01
141799,women,58,9014,2015-01-11
131625,women,57,9009,2019-12-20
136805,women,45,9017,2013-09-05
191244,women,25,9003,2014-09-02
163877,women,36,9003,2013-08-12
168002,women,39,9017,2011-01-06
130464,women,51,9015,2013-07-19
123386,women,49,9016,2012-11-12
136336,women,51,9011,2018-09-28
151096,women,26,9010,2015-10-17
113975,women,37,9016,2017-12-29
198884,women,51,9005,2013-02-09
166153,women,34,9002,2016-10-21
162861,women,50,9016,2012-11-10
171073,women,59,9016,2017-09-14
159715,women,21,9006,2017-10-01
122844,women,36,9012,2010-06-04
137221,women,47,9010,2014-09-16
122432,women,30,9008,2011-03-14
190107,women,26,9012,2013-09-07
191939,women,54,9002,2013-07-15
115350,women,38,9006,2015-08-13
126507,women,52,9011,2013-09-20
180002,women,27,9004,2010-08-20
179924,man,62,9006,2019-06-18
115320,man,27,9015,2019-02-13
170077,women,20,9002,2015-12-28
186224,women,51,9004,2015-01-25
150431,women,29,9010,2017-12-22
142412,women,48,9016,2014-02-09
123577,women,40,9011,2014-02-17
113123,women,42,9006,2018-05-06
145306,women,22,9008,2016-01-12
140203,women,62,9009,2015-01-18
181416,women,43,9014,2017-05-16
138195,women,35,9017,2013-08-03
135300,women,45,9013,2019-12-25
181130,man,34,9002,2010-08-11
105357,man,41,9013,2017-05-28
120340,women,55,9005,2016-05-12
193063,man,24,9007,2012-04-02
165347,man,50,9014,2018-04-30
168141,women,30,9016,2014-06-21
147623,man,31,9011,2013-06-25
179544,man,37,9007,2017-01-30
126302,women,27,9006,2018-10-15
158852,man,47,9017,2020-05-26
169440,man,57,9016,2014-03-07
147848,women,37,9012,2016-02-29
122444,man,53,9013,2013-01-24
183794,man,54,9008,2017-04-12
149882,women,55,9010,2019-01-13
106577,man,62,9013,2011-02-12
181624,man,34,9005,2011-03-06
117178,women,58,9010,2018-09-29
143457,man,46,9017,2011-04-14
157924,man,26,9016,2018-05-12
172490,women,36,9017,2020-04-02
103521,man,57,9013,2015-01-23
199972,man,28,9016,2014-05-15
122580,women,44,9003,2011-07-04
191520,man,57,9015,2018-05-01
152519,man,54,9001,2012-08-26
196327,man,33,9006,2012-07-01
193540,man,61,9010,2018-04-06
111508,man,45,9007,2014-08-09
139109,man,50,9004,2012-07-09
132764,man,63,9015,2016-05-16
137181,man,22,9007,2014-03-30
184597,women,24,9010,2016-02-20
148560,women,61,9009,2015-08-23
185428,man,37,9002,2019-12-03
109548,man,55,9002,2016-10-01
140732,man,56,9016,2017-12-24
143783,man,39,9007,2013-06-28
193854,man,57,9001,2011-07-06
189918,man,49,9001,2017-03-05
182557,man,29,9002,2011-05-01
149121,man,38,9001,2015-10-05
165682,man,55,9007,2014-07-21
102113,man,28,9001,2015-08-15
151280,women,20,9016,2019-06-06
187248,women,65,9002,2019-03-26
121258,women,41,9005,2019-01-26
188536,man,30,9003,2015-06-11
163190,man,29,9009,2012-05-12
175721,man,31,9004,2019-03-28
192188,man,25,9005,2017-06-15
146203,man,63,9010,2014-01-21
183463,man,48,9012,2013-05-19
127666,man,28,9011,2015-01-14
168100,man,49,9017,2012-10-29
182978,man,39,9007,2015-12-15
187004,women,57,9011,2018-09-21
128984,women,61,9015,2020-04-20
163292,man,27,9004,2012-08-23
198422,man,39,9001,2013-06-07
169408,man,36,9005,2011-07-18
187439,man,48,9011,2015-09-12
152370,man,27,9016,2011-07-07
109213,man,50,9010,2018-04-08
162510,man,45,9013,2016-05-01
134801,man,25,9006,2020-02-29
176040,women,59,9010,2011-09-18
197038,women,38,9016,2020-02-13
196895,women,53,9013,2012-03-14
173322,women,33,9002,2020-04-06
138307,women,34,9004,2010-06-29
184679,women,21,9002,2010-09-07
158901,women,23,9011,2014-10-12
128300,women,32,9017,2015-11-23
162234,women,50,9013,2010-12-06
136127,women,52,9012,2020-08-10
117568,man,31,9015,2011-12-04
155769,women,53,9007,2010-02-07
146651,women,44,9001,2015-09-20
104148,women,43,9015,2012-03-31
196087,women,42,9012,2016-05-10
121234,women,52,9015,2010-03-22
183573,women,24,9011,2018-01-20
181908,women,29,9009,2011-08-17
115699,women,22,9002,2010-09-03
121315,women,34,9005,2016-03-03
172398,women,34,9014,2010-11-12
129975,women,41,9007,2010-11-20
194810,man,34,9003,2020-11-19
120536,man,64,9012,2012-02-24
109227,man,20,9013,2016-03-10
172034,women,45,9014,2020-04-14
127018,women,54,9012,2015-04-22
138681,women,51,9005,2014-11-09
117359,women,43,9008,2020-06-14
140327,women,55,9007,2010-05-24
172142,women,30,9011,2017-08-06
190479,women,43,9011,2019-09-02
158543,women,42,9011,2020-02-20
171915,women,36,9005,2018-06-08
129183,man,64,9014,2012-03-19
139337,man,20,9014,2018-02-20
120773,women,32,9013,2019-06-06
163164,women,38,9004,2013-11-23
142277,women,49,9006,2013-10-03
162495,women,49,9008,2019-04-08
155995,women,29,9013,2010-02-03
193540,women,25,9005,2016-09-23
153140,women,23,9014,2016-12-16
121480,women,39,9005,2013-05-19
193923,man,24,9004,2018-09-11
161758,man,53,9010,2014-03-01
107166,man,63,9012,2020-10-20
129588,man,41,9017,2011-05-16
132517,man,33,9002,2012-05-16
177915,man,45,9002,2012-01-05
145388,man,39,9013,2020-04-29
140481,man,65,9012,2011-05-17
180187,man,27,9013,2019-11-30
198922,man,34,9002,2017-09-26
101465,man,34,9011,2020-08-22
144769,man,51,9006,2015-09-03
196050,man,62,9014,2016-08-29
180009,man,23,9006,2015-05-26
102155,man,35,9011,2010-03-28
137795,man,39,9003,2016-01-15
182612,man,25,9016,2018-04-23
120978,man,44,9010,2015-12-09
118665,man,23,9007,2016-09-21
166842,man,21,9017,2011-02-24
113461,man,56,9010,2020-04-24
194666,man,61,9002,2010-08-30
105017,man,56,9003,2017-03-11
152864,man,23,9004,2019-03-01
112574,man,21,9009,2019-04-20
179159,man,47,9017,2020-03-27
151566,man,40,9002,2010-02-10
108341,man,46,9004,2014-09-20
110362,man,27,9010,2015-12-29
116716,man,35,9015,2020-07-05
138642,man,39,9008,2010-08-29
117669,man,31,9009,2018-08-06
143820,man,61,9004,2016-03-18
191283,man,54,9005,2018-05-07
159877,man,54,9012,2020-06-09
171301,man,25,9014,2014-04-12
105218,man,30,9014,2010-10-01
187699,man,26,9013,2013-08-29
106450,man,35,9001,2017-01-06
164562,man,60,9009,2017-03-12
184655,man,37,9014,2017-01-04
108978,man,58,9008,2010-03-05
131586,man,56,9017,2018-11-07
168956,man,32,9004,2015-09-18
118244,man,27,9001,2011-10-13
130593,women,63,9012,2011-06-29
101377,man,49,9004,2017-05-15
188978,man,32,9003,2018-04-04
148208,man,48,9015,2014-05-01
100024,man,48,9016,2016-01-31
135546,man,59,9002,2017-02-26
127239,man,32,9004,2013-08-08
159204,man,34,9012,2013-03-03
161698,man,44,9002,2014-08-24
196044,man,43,9001,2014-05-11
157226,man,49,9004,2014-01-24
121405,man,39,9001,2012-02-21
154758,man,20,9016,2012-08-13
147016,man,51,9008,2014-05-28
159872,man,58,9004,2017-07-07
127018,man,38,9008,2012-09-03
107280,man,54,9001,2017-02-18
166882,man,56,9014,2010-08-14
161528,man,57,9017,2016-11-10
101548,man,34,9003,2020-10-10
181805,man,26,9001,2020-03-28
130014,man,40,9009,2018-12-31
120372,man,52,9002,2011-03-21
194796,man,57,9017,2011-06-16
140188,man,20,9005,2014-03-27
137842,man,48,9007,2013-06-21
170698,man,42,9005,2018-06-05
113862,man,65,9017,2017-02-09
124075,man,59,9001,2020-10-26
188125,man,30,9013,2010-05-06
110214,man,53,9007,2012-05-06
173308,man,34,9015,2018-09-08
117492,man,43,9010,2016-07-10
170523,man,32,9016,2019-02-15
190399,man,27,9001,2016-07-24
121376,man,51,9009,2010-04-05
153451,women,39,9009,2014-01-12
187324,man,28,9002,2015-02-21
125241,man,39,9009,2016-11-26
172419,man,33,9002,2010-10-10
169597,man,43,9013,2018-12-01
156039,man,31,9010,2011-04-26
166135,man,56,9015,2020-04-21
147296,man,37,9017,2020-11-25
193666,man,57,9004,2010-04-21
186398,women,56,9005,2017-09-09
165930,women,22,9001,2017-01-31
126174,man,56,9012,2013-07-17
188855,women,34,9010,2017-11-03
106240,man,31,9012,2013-02-11
167075,women,38,9016,2019-03-02
102399,man,29,9005,2016-05-17
161835,women,60,9014,2010-11-27
126628,man,33,9012,2016-10-16
198972,women,54,9006,2019-03-31
113553,man,45,9009,2012-02-27
189752,women,58,9006,2016-12-13
153638,man,38,9009,2018-03-03
111556,women,31,9012,2012-03-16
148593,man,42,9011,2016-08-04
110822,women,25,9009,2018-10-29
126639,man,20,9011,2016-07-08
114612,man,42,9006,2013-07-17
128820,women,28,9010,2016-09-15
106301,women,23,9003,2012-01-08
155740,women,28,9017,2014-01-31
149897,women,21,9010,2012-07-22
198873,women,60,9006,2011-03-27
164003,women,32,9004,2015-08-03
110869,women,43,9007,2011-01-11
117901,women,28,9003,2020-12-27
176181,man,35,9006,2012-10-28
131732,man,32,9016,2017-08-29
153418,man,27,9005,2017-05-16
151267,man,36,9012,2016-10-19
168948,man,43,9016,2017-07-24
179434,man,64,9017,2014-07-15
108219,man,65,9006,2011-04-03
143934,man,46,9006,2014-03-20
189737,man,26,9013,2015-01-31
144581,man,39,9005,2017-11-15
124044,man,34,9016,2010-03-28
132204,man,36,9002,2010-09-22
126470,man,60,9002,2019-12-11
139482,man,41,9008,2011-01-07
126798,man,58,9017,2017-12-23
183322,man,46,9016,2016-02-12
178320,man,43,9014,2013-11-10
185032,man,36,9003,2014-03-21
179785,man,47,9015,2017-09-02
159068,man,65,9017,2014-04-03
183486,man,47,9016,2010-01-18
105501,man,33,9007,2015-01-07
145675,man,48,9008,2010-09-22
101354,man,51,9013,2020-02-23
119126,man,26,9005,2018-11-22
169156,man,32,9009,2016-03-29
169463,man,29,9017,2016-02-13
143603,man,32,9014,2016-01-23
148654,man,24,9008,2013-12-01
197417,man,22,9014,2011-06-10
196570,man,50,9007,2016-11-10
101742,man,50,9011,2014-01-24
197362,man,48,9011,2020-12-23
118082,man,39,9016,2012-01-20
126343,man,28,9006,2011-10-09
175600,man,46,9010,2016-06-02
